pbs_code,prescribing_txt_id,pt_position,schedule_code
"12362P","29791","3","4535"
"12362P","27048","4","4535"
"12362P","7606","5","4535"
"12362P","7607","6","4535"
"12363Q","32678","1","4535"
"12363Q","27048","2","4535"
"12363Q","7606","3","4535"
"12363Q","7607","4","4535"
"12364R","27706","1","4535"
"12364R","33164","2","4535"
"12364R","29791","3","4535"
"12364R","27049","4","4535"
"12365T","27706","1","4535"
"12365T","27049","2","4535"
"12365T","7606","3","4535"
"12365T","7607","4","4535"
"12366W","31110","1","4535"
"12366W","27049","2","4535"
"12366W","7606","3","4535"
"12366W","7607","4","4535"
"12367X","31407","1","4535"
"12367X","27049","2","4535"
"12367X","7606","3","4535"
"12367X","7607","4","4535"
"12368Y","33077","1","4535"
"12368Y","27048","2","4535"
"12368Y","28496","3","4535"
"12368Y","7606","4","4535"
"12368Y","7607","5","4535"
"12369B","33644","1","4535"
"12369B","27048","2","4535"
"12369B","28584","3","4535"
"12369B","7606","4","4535"
"12369B","7607","5","4535"
"12370C","29247","1","4535"
"12370C","27391","2","4535"
"12370C","33164","3","4535"
"12370C","29791","4","4535"
"12370C","27048","5","4535"
"12370C","34034","6","4535"
"12370C","7607","7","4535"
"12371D","29247","1","4535"
"12371D","27391","2","4535"
"12371D","33164","3","4535"
"12371D","29791","4","4535"
"12371D","27047","5","4535"
"12371D","27134","6","4535"
"12371D","34034","7","4535"
"12371D","7607","8","4535"
"12372E","31329","1","4535"
"12372E","33164","2","4535"
"12372E","29791","3","4535"
"12372E","27111","4","4535"
"12372E","28584","5","4535"
"12373F","27279","1","4535"
"12373F","33164","2","4535"
"12373F","29791","3","4535"
"12373F","34034","4","4535"
"12373F","27048","5","4535"
"12373F","33720","6","4535"
"12373F","7607","7","4535"
"12374G","29247","1","4535"
"12374G","27391","2","4535"
"12374G","33164","3","4535"
"12374G","29791","4","4535"
"12374G","34034","5","4535"
"12374G","7607","6","4535"
"12375H","32663","1","4535"
"12375H","27048","2","4535"
"12375H","7606","3","4535"
"12375H","7607","4","4535"
"12376J","32678","1","4535"
"12376J","33164","2","4535"
"12376J","29791","3","4535"
"12376J","27048","4","4535"
"12376J","7606","5","4535"
"12376J","7607","6","4535"
"12377K","31110","1","4535"
"12377K","27048","2","4535"
"12377K","7606","3","4535"
"12377K","7607","4","4535"
"12378L","32663","1","4535"
"12378L","33164","2","4535"
"12378L","29791","3","4535"
"12378L","27049","4","4535"
"12378L","7606","5","4535"
"12378L","7607","6","4535"
"12379M","27279","1","4535"
"12379M","27049","2","4535"
"12379M","28500","3","4535"
"12380N","31407","1","4535"
"12380N","33164","2","4535"
"12380N","29791","3","4535"
"12380N","27049","4","4535"
"12380N","7606","5","4535"
"12380N","7607","6","4535"
"12381P","31407","1","4535"
"12381P","33164","2","4535"
"12381P","29791","3","4535"
"12381P","27048","4","4535"
"12381P","7606","5","4535"
"12381P","7607","6","4535"
"12382Q","29247","1","4535"
"12382Q","27391","2","4535"
"12382Q","33164","3","4535"
"12382Q","29791","4","4535"
"12382Q","27049","5","4535"
"12382Q","34034","6","4535"
"12382Q","7607","7","4535"
"12383R","33644","1","4535"
"12383R","27048","2","4535"
"12383R","28500","3","4535"
"12383R","7606","4","4535"
"12383R","7607","5","4535"
"12384T","33077","1","4535"
"12384T","27049","2","4535"
"12384T","28496","3","4535"
"12384T","7606","4","4535"
"12384T","7607","5","4535"
"12385W","33644","1","4535"
"12385W","27048","2","4535"
"12385W","28500","3","4535"
"12385W","7606","4","4535"
"12385W","7607","5","4535"
"12386X","31407","1","4535"
"12386X","33164","2","4535"
"12386X","29791","3","4535"
"12386X","27048","4","4535"
"12386X","7606","5","4535"
"12386X","7607","6","4535"
"12387Y","31329","1","4535"
"12387Y","33164","2","4535"
"12387Y","29791","3","4535"
"12387Y","27049","4","4535"
"12388B","27279","1","4535"
"12388B","33164","2","4535"
"12388B","29791","3","4535"
"12388B","34034","4","4535"
"12388B","27048","5","4535"
"12388B","33720","6","4535"
"12388B","7607","7","4535"
"12389C","31329","1","4535"
"12389C","27048","2","4535"
"12389C","28584","3","4535"
"12390D","31231","1","4535"
"12390D","27048","2","4535"
"12390D","20652","3","4535"
"12390D","7606","4","4535"
"12390D","7607","5","4535"
"12391E","29247","1","4535"
"12391E","27391","2","4535"
"12391E","27049","3","4535"
"12391E","28500","4","4535"
"12391E","7607","5","4535"
"12393G","31407","1","4535"
"12393G","33164","2","4535"
"12393G","29791","3","4535"
"12393G","7606","4","4535"
"12393G","7607","5","4535"
"12394H","31110","1","4535"
"12394H","33164","2","4535"
"12394H","29791","3","4535"
"12394H","27130","4","4535"
"12394H","7606","5","4535"
"12394H","7607","6","4535"
"12395J","33644","1","4535"
"12395J","28500","2","4535"
"12395J","7606","3","4535"
"12395J","7607","4","4535"
"12396K","33077","1","4535"
"12396K","33164","2","4535"
"12396K","29791","3","4535"
"12396K","27049","4","4535"
"12396K","28500","5","4535"
"12397L","31407","1","4535"
"12397L","33164","2","4535"
"12397L","29791","3","4535"
"12397L","27049","4","4535"
"12397L","7606","5","4535"
"12397L","7607","6","4535"
"12398M","32663","1","4535"
"12398M","27049","2","4535"
"12398M","7606","3","4535"
"12398M","7607","4","4535"
"12399N","27706","1","4535"
"12399N","27049","2","4535"
"12400P","31231","1","4535"
"12400P","33164","2","4535"
"12400P","29791","3","4535"
"12400P","27049","4","4535"
"12400P","20652","5","4535"
"12400P","7606","6","4535"
"12400P","7607","7","4535"
"12401Q","27706","1","4535"
"12401Q","27048","2","4535"
"12401Q","7606","3","4535"
"12401Q","7607","4","4535"
"12402R","31329","1","4535"
"12402R","33164","2","4535"
"12402R","29791","3","4535"
"12402R","27048","4","4535"
"12403T","31110","1","4535"
"12403T","27048","2","4535"
"12403T","7606","3","4535"
"12403T","7607","4","4535"
"12405X","31407","1","4535"
"12405X","27049","2","4535"
"12405X","7606","3","4535"
"12405X","7607","4","4535"
"12406Y","33077","1","4535"
"12406Y","33164","2","4535"
"12406Y","29791","3","4535"
"12406Y","27047","4","4535"
"12406Y","27134","5","4535"
"12406Y","28500","6","4535"
"12407B","27279","1","4535"
"12407B","33164","2","4535"
"12407B","29791","3","4535"
"12407B","34034","4","4535"
"12407B","27047","5","4535"
"12407B","27134","6","4535"
"12407B","33720","7","4535"
"12407B","7607","8","4535"
"12408C","33644","1","4535"
"12408C","28584","2","4535"
"12408C","7606","3","4535"
"12408C","7607","4","4535"
"12409D","27279","1","4535"
"12409D","33164","2","4535"
"12409D","29791","3","4535"
"12409D","34034","4","4535"
"12409D","33720","5","4535"
"12409D","7607","6","4535"
"12410E","31329","1","4535"
"12410E","27049","2","4535"
"12410E","28584","3","4535"
"12411F","27279","1","4535"
"12411F","27048","2","4535"
"12411F","28500","3","4535"
"12412G","29247","1","4535"
"12412G","27391","2","4535"
"12412G","33164","3","4535"
"12412G","29791","4","4535"
"12412G","27048","5","4535"
"12412G","34034","6","4535"
"12412G","7607","7","4535"
"12413H","27279","1","4535"
"12413H","27049","2","4535"
"12413H","33720","3","4535"
"12413H","7607","4","4535"
"12414J","33644","1","4535"
"12414J","27048","2","4535"
"12414J","28584","3","4535"
"12414J","7606","4","4535"
"12414J","7607","5","4535"
"12415K","32663","1","4535"
"12415K","27048","2","4535"
"12415K","7606","3","4535"
"12415K","7607","4","4535"
"12416L","27279","1","4535"
"12416L","33164","2","4535"
"12416L","29791","3","4535"
"12416L","34034","4","4535"
"12416L","27049","5","4535"
"12416L","33720","6","4535"
"12416L","7607","7","4535"
"12417M","33077","1","4535"
"12417M","27047","2","4535"
"12417M","27134","3","4535"
"12417M","28496","4","4535"
"12417M","7606","5","4535"
"12417M","7607","6","4535"
"12419P","31329","1","4535"
"12419P","33164","2","4535"
"12419P","29791","3","4535"
"12419P","27111","4","4535"
"12419P","28584","5","4535"
"1241H","16637","1","4535"
"12420Q","27279","1","4535"
"12420Q","27048","2","4535"
"12420Q","7607","3","4535"
"12421R","31110","1","4535"
"12421R","33164","2","4535"
"12421R","29791","3","4535"
"12421R","27049","4","4535"
"12421R","7606","5","4535"
"12421R","7607","6","4535"
"12422T","31110","1","4535"
"12422T","27049","2","4535"
"12422T","7606","3","4535"
"12422T","7607","4","4535"
"12423W","27279","1","4535"
"12423W","27047","2","4535"
"12423W","27134","3","4535"
"12423W","28500","4","4535"
"12424X","27279","1","4535"
"12424X","27047","2","4535"
"12424X","27134","3","4535"
"12424X","33720","4","4535"
"12424X","7607","5","4535"
"12425Y","27706","1","4535"
"12425Y","27048","2","4535"
"12426B","27279","1","4535"
"12426B","33164","2","4535"
"12426B","29791","3","4535"
"12426B","34034","4","4535"
"12426B","33720","5","4535"
"12426B","7607","6","4535"
"12428D","27706","1","4535"
"12428D","33164","2","4535"
"12428D","29791","3","4535"
"12428D","27048","4","4535"
"12429E","31231","1","4535"
"12429E","33164","2","4535"
"12429E","29791","3","4535"
"12429E","27048","4","4535"
"12429E","20652","5","4535"
"12429E","7606","6","4535"
"12429E","7607","7","4535"
"12430F","31231","1","4535"
"12430F","27049","2","4535"
"12430F","20652","3","4535"
"12430F","7606","4","4535"
"12430F","7607","5","4535"
"12431G","33077","1","4535"
"12431G","33164","2","4535"
"12431G","29791","3","4535"
"12431G","27049","4","4535"
"12431G","28500","5","4535"
"12432H","27279","1","4535"
"12432H","33164","2","4535"
"12432H","29791","3","4535"
"12432H","34034","4","4535"
"12432H","27048","5","4535"
"12432H","33720","6","4535"
"12432H","7607","7","4535"
"12433J","31329","1","4535"
"12433J","33164","2","4535"
"12433J","29791","3","4535"
"12433J","27048","4","4535"
"12434K","27279","1","4535"
"12434K","27049","2","4535"
"12434K","7607","3","4535"
"12435L","33077","1","4535"
"12435L","33164","2","4535"
"12435L","29791","3","4535"
"12435L","27047","4","4535"
"12435L","27134","5","4535"
"12435L","28500","6","4535"
"12436M","27279","1","4535"
"12436M","27047","2","4535"
"12436M","27134","3","4535"
"12436M","7607","4","4535"
"12437N","31329","1","4535"
"12437N","27049","2","4535"
"12437N","7606","3","4535"
"12437N","7607","4","4535"
"12438P","32663","1","4535"
"12438P","27049","2","4535"
"12438P","7606","3","4535"
"12438P","7607","4","4535"
"12439Q","33077","1","4535"
"12439Q","33164","2","4535"
"12439Q","29791","3","4535"
"12439Q","27047","4","4535"
"12439Q","27134","5","4535"
"12439Q","28500","6","4535"
"12440R","27279","1","4535"
"12440R","27047","2","4535"
"12440R","27134","3","4535"
"12440R","33720","4","4535"
"12440R","7607","5","4535"
"12442W","32678","1","4535"
"12442W","33164","2","4535"
"12442W","29791","3","4535"
"12442W","27049","4","4535"
"12442W","7606","5","4535"
"12442W","7607","6","4535"
"12443X","33077","1","4535"
"12443X","33164","2","4535"
"12443X","29791","3","4535"
"12443X","27047","4","4535"
"12443X","27134","5","4535"
"12443X","28500","6","4535"
"12444Y","33077","1","4535"
"12444Y","33164","2","4535"
"12444Y","29791","3","4535"
"12444Y","27048","4","4535"
"12444Y","28500","5","4535"
"12446C","31407","1","4535"
"12446C","27048","2","4535"
"12446C","7606","3","4535"
"12446C","7607","4","4535"
"12447D","31110","1","4535"
"12447D","33164","2","4535"
"12447D","29791","3","4535"
"12447D","27130","4","4535"
"12447D","7606","5","4535"
"12447D","7607","6","4535"
"12448E","33644","1","4535"
"12448E","28584","2","4535"
"12448E","7606","3","4535"
"12448E","7607","4","4535"
"12449F","33644","1","4535"
"12449F","28500","2","4535"
"12449F","7606","3","4535"
"12449F","7607","4","4535"
"12450G","33644","1","4535"
"12450G","33164","2","4535"
"12450G","29791","3","4535"
"12450G","28584","4","4535"
"12450G","7606","5","4535"
"12450G","7607","6","4535"
"12451H","31329","1","4535"
"12451H","33164","2","4535"
"12451H","29791","3","4535"
"12451H","27049","4","4535"
"12453K","31329","1","4535"
"12453K","33164","2","4535"
"12453K","29791","3","4535"
"12453K","27049","4","4535"
"12454L","33644","1","4535"
"12454L","33164","2","4535"
"12454L","29791","3","4535"
"12454L","27048","4","4535"
"12454L","28584","5","4535"
"12454L","7606","6","4535"
"12454L","7607","7","4535"
"12455M","27279","1","4535"
"12455M","33164","2","4535"
"12455M","29791","3","4535"
"12455M","34034","4","4535"
"12455M","27049","5","4535"
"12455M","33720","6","4535"
"12455M","7607","7","4535"
"12456N","27162","1","4535"
"12457P","22509","1","4535"
"12458Q","26897","1","4535"
"12459R","26897","1","4535"
"12460T","22509","1","4535"
"12461W","22509","1","4535"
"12462X","22509","1","4535"
"12463Y","12230","1","4535"
"12464B","27162","1","4535"
"12465C","7606","1","4535"
"12465C","7607","2","4535"
"12467E","25796","1","4535"
"12467E","27179","2","4535"
"12467E","7607","3","4535"
"12467E","7608","4","4535"
"12468F","21974","1","4535"
"12468F","21824","2","4535"
"12468F","21976","3","4535"
"12468F","11429","4","4535"
"12468F","21822","5","4535"
"12468F","21977","6","4535"
"12469G","7606","1","4535"
"12469G","7607","2","4535"
"12469G","7608","3","4535"
"12470H","8211","1","4535"
"12470H","25574","2","4535"
"12471J","8211","1","4535"
"12471J","25651","2","4535"
"12471J","27199","3","4535"
"12472K","8211","1","4535"
"12472K","25574","2","4535"
"12474M","8211","1","4535"
"12474M","25651","2","4535"
"12474M","13978","3","4535"
"12474M","27199","4","4535"
"12475N","8211","1","4535"
"12475N","25651","2","4535"
"12475N","27199","3","4535"
"12476P","8211","1","4535"
"12476P","25651","2","4535"
"12476P","27199","3","4535"
"12477Q","8211","1","4535"
"12477Q","25651","2","4535"
"12477Q","13978","3","4535"
"12477Q","27199","4","4535"
"12478R","7606","1","4535"
"12478R","7607","2","4535"
"12478R","7608","3","4535"
"12483B","8211","1","4535"
"12483B","25651","2","4535"
"12483B","27199","3","4535"
"12484C","8211","1","4535"
"12484C","25574","2","4535"
"12486E","8211","1","4535"
"12486E","25651","2","4535"
"12486E","27199","3","4535"
"12487F","8211","1","4535"
"12487F","25651","2","4535"
"12487F","27199","3","4535"
"12489H","8211","1","4535"
"12489H","25651","2","4535"
"12489H","27199","3","4535"
"12490J","8211","1","4535"
"12490J","25651","2","4535"
"12490J","27199","3","4535"
"12492L","8211","1","4535"
"12492L","25651","2","4535"
"12492L","27199","3","4535"
"12493M","8211","1","4535"
"12493M","25574","2","4535"
"12494N","8211","1","4535"
"12494N","25574","2","4535"
"12497R","8211","1","4535"
"12497R","25574","2","4535"
"12498T","8211","1","4535"
"12498T","25651","2","4535"
"12498T","27199","3","4535"
"12499W","8211","1","4535"
"12499W","18949","2","4535"
"12499W","25574","3","4535"
"12500X","8211","1","4535"
"12500X","25651","2","4535"
"12500X","27199","3","4535"
"12501Y","8211","1","4535"
"12501Y","25651","2","4535"
"12501Y","27199","3","4535"
"12502B","8211","1","4535"
"12502B","18949","2","4535"
"12502B","25574","3","4535"
"12503C","8211","1","4535"
"12503C","25574","2","4535"
"12504D","8211","1","4535"
"12504D","25651","2","4535"
"12504D","13978","3","4535"
"12504D","27199","4","4535"
"12506F","32715","1","4535"
"12509J","8211","1","4535"
"12509J","25651","2","4535"
"12509J","13978","3","4535"
"12509J","27199","4","4535"
"1250T","16637","1","4535"
"12510K","8211","1","4535"
"12510K","25651","2","4535"
"12510K","10909","3","4535"
"12510K","27199","4","4535"
"12511L","8211","1","4535"
"12511L","25651","2","4535"
"12511L","27199","3","4535"
"12512M","8211","1","4535"
"12512M","25651","2","4535"
"12512M","27199","3","4535"
"12514P","8211","1","4535"
"12514P","25651","2","4535"
"12514P","27199","3","4535"
"12515Q","8211","1","4535"
"12515Q","25574","2","4535"
"12518W","8211","1","4535"
"12518W","25651","2","4535"
"12518W","10909","3","4535"
"12518W","27199","4","4535"
"12520Y","8211","1","4535"
"12520Y","25651","2","4535"
"12520Y","25698","3","4535"
"12520Y","27199","4","4535"
"12522C","8211","1","4535"
"12522C","25651","2","4535"
"12522C","27199","3","4535"
"12523D","8211","1","4535"
"12523D","25651","2","4535"
"12523D","27199","3","4535"
"12524E","33644","1","4535"
"12524E","33164","2","4535"
"12524E","29791","3","4535"
"12524E","28584","4","4535"
"12524E","7606","5","4535"
"12524E","7607","6","4535"
"12525F","8211","1","4535"
"12525F","25651","2","4535"
"12525F","10909","3","4535"
"12525F","27199","4","4535"
"12527H","8211","1","4535"
"12527H","25651","2","4535"
"12527H","10909","3","4535"
"12527H","27199","4","4535"
"12529K","8211","1","4535"
"12529K","25651","2","4535"
"12529K","27199","3","4535"
"12531M","8211","1","4535"
"12531M","25574","2","4535"
"12532N","8211","1","4535"
"12532N","25651","2","4535"
"12532N","27199","3","4535"
"12537W","8211","1","4535"
"12537W","25574","2","4535"
"12538X","8211","1","4535"
"12538X","25651","2","4535"
"12538X","10909","3","4535"
"12538X","27199","4","4535"
"12539Y","8211","1","4535"
"12539Y","25651","2","4535"
"12539Y","27199","3","4535"
"12540B","8211","1","4535"
"12540B","25651","2","4535"
"12540B","27199","3","4535"
"12541C","8211","1","4535"
"12541C","25651","2","4535"
"12541C","13978","3","4535"
"12541C","27199","4","4535"
"12542D","7606","1","4535"
"12542D","7607","2","4535"
"12542D","32715","3","4535"
"12544F","8211","1","4535"
"12544F","25651","2","4535"
"12544F","27199","3","4535"
"12545G","8211","1","4535"
"12545G","25651","2","4535"
"12545G","10909","3","4535"
"12545G","27199","4","4535"
"12547J","8211","1","4535"
"12547J","25651","2","4535"
"12547J","27199","3","4535"
"12548K","8211","1","4535"
"12548K","25574","2","4535"
"12549L","8211","1","4535"
"12549L","25574","2","4535"
"12550M","29247","1","4535"
"12550M","7606","2","4535"
"12550M","27335","3","4535"
"12550M","28500","4","4535"
"12551N","31329","1","4535"
"12551N","28584","2","4535"
"12551N","29061","3","4535"
"12551N","7606","4","4535"
"12551N","7607","5","4535"
"12551N","27335","6","4535"
"12552P","29247","1","4535"
"12552P","7606","2","4535"
"12552P","7607","3","4535"
"12552P","27335","4","4535"
"12553Q","31231","1","4535"
"12553Q","27335","2","4535"
"12553Q","7606","3","4535"
"12553Q","7607","4","4535"
"12554R","31231","1","4535"
"12554R","27335","2","4535"
